holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume
'None',257.34,0,0,90,'Clouds','overcast clouds',843
'None',276.793,0,0,64,'Clouds','broken clouds',750
'None',298.88,0,0,40,'Clouds','scattered clouds',4548
'None',274.93,0.25,0,90,'Rain','light rain',5788
'None',294.78,0.69,0,90,'Mist','mist',4403
'None',290.9,1.78,0,90,'Rain','moderate rain',366
'None',264.5,28.7,0,64,'Snow','light snow',1190
'None',286.57,0,0,0,'Rain','light rain',2605
'None',284.31,11.58,0,92,'Thunderstorm','proximity thunderstorm',4388
'None',267.65,0,0,40,'Clouds','scattered clouds',3972
'None',272.67,0.64,0,90,'Rain','light rain',2004
'None',251.63,0,0,1,'Clear','sky is clear',770
'None',296.73,1.02,0,75,'Mist','mist',4211
'None',269.1,0,0,64,'Clouds','broken clouds',4622
'None',264.06,0,0,20,'Clouds','few clouds',4169
'None',293.88,0,0,1,'Fog','fog',433
'None',287.11,0.51,0,90,'Rain','moderate rain',3395
'None',279.14,0,0,40,'Clouds','scattered clouds',599
'None',285.45,2.79,0,1,'Fog','fog',5884
'None',282.42,0.38,0,90,'Drizzle','drizzle',5420
'None',286.62,1.7,0,92,'Mist','mist',6013
'None',289.775,0,0,56,'Clouds','broken clouds',6395
'None',293.16,1.52,0,90,'Rain','heavy intensity rain',356
'None',287.22,0.34,0,90,'Rain','light rain',5631
'None',254.96,0,0,1,'Mist','mist',545
'None',301.71,0,0,80,'Haze','haze',5810
'None',292.67,9.9,0,92,'Mist','mist',4792
'None',285.45,0.76,0,90,'Fog','fog',6182
'None',302.42,0,0,5,'Clear','sky is clear',3057
'None',286.5,0.51,0,90,'Rain','light rain',6676
'None',289.05,1.86,0,90,'Rain','moderate rain',401
'None',282.81,2.96,0,90,'Rain','moderate rain',6237
'None',273.63,0,0,90,'Clouds','overcast clouds',443
'None',289.34,0,0,20,'Clouds','few clouds',3139
'None',292.78,1.15,0,90,'Drizzle','drizzle',5511
'None',282.35,0.6,0,90,'Mist','mist',2722
'None',293.56,0.51,0,90,'Rain','light rain',4767
'None',279.35,0,0,5,'Clear','sky is clear',3426
'None',269.18,0.25,0,64,'Snow','light snow',2683
'None',254.4,0,0,90,'Clouds','overcast clouds',2366
'None',286.05,0.3,0,1,'Fog','fog',425
'None',283.42,0,0,1,'Clear','sky is clear',5927
'None',278.16,0.89,0,68,'Drizzle','light intensity drizzle',341
'None',290.88,0.25,0,90,'Rain','light rain',6657
'None',296.76,0.25,0,90,'Rain','moderate rain',4017
'None',294.68,3.27,0,75,'Mist','mist',4335
'None',290.87,0,0,75,'Rain','light rain',6844
'None',292.34,0.25,0,68,'Rain','light rain',420
'None',268.3,0,0,64,'Clouds','broken clouds',4446
'None',274.62,0,0,75,'Clouds','broken clouds',5123
'None',261.08,0.25,0,90,'Rain','light rain',3914
'None',276.35,0.25,0,90,'Rain','moderate rain',5517
'None',290.18,0.93,0,90,'Rain','moderate rain',4678
'None',258.46,0.76,0,64,'Snow','light snow',1063
'None',292.32,0.42,0,90,'Rain','light rain',3467
'None',288.88,0.25,0,92,'Mist','mist',6522
'None',272.35,0,0,90,'Mist','mist',964
'None',265.36,0,0,90,'Haze','haze',4688
'None',279.3,0,0,90,'Clouds','overcast clouds',5138
'None',290.79,0,0,1,'Mist','mist',6562
'None',287.86,0.25,0,0,'Rain','light rain',816
'None',300.23,0,0,1,'Clear','sky is clear',5332
'None',273.61,0,0,1,'Clear','sky is clear',5694
'None',295.27,8.04,0,90,'Mist','mist',2619
'None',284.68,0.64,0,1,'Rain','light rain',255
'None',289.44,0.51,0,90,'Rain','light rain',2890
'None',298.1,1.2,0,1,'Rain','moderate rain',2560
'None',298.3,0,0,5,'Haze','haze',2071
'None',290.04,0.51,0,92,'Rain','light rain',793
'None',269.6,0,0,90,'Clouds','overcast clouds',5578
'None',285.29,1.02,0,90,'Mist','mist',2577
'None',287.82,2.16,0,56,'Rain','heavy intensity rain',6744
'None',294.7,0.25,0,90,'Rain','light rain',741
'None',284.41,0.51,0,40,'Rain','light rain',830
'None',267.95,0,0,90,'Clouds','overcast clouds',2916
'None',289.47,0.3,0,75,'Rain','light rain',391
'None',285.21,0.42,0,1,'Rain','light rain',773
'None',279.95,0.25,0,20,'Rain','light rain',5995
'None',290.57,0.25,0,1,'Rain','light rain',1105
'None',293.66,2.6,0,90,'Rain','moderate rain',2385
'None',275.64,0.25,0,90,'Rain','light rain',6421
'None',269.02,0,0,1,'Clear','sky is clear',3592
'None',278.61,0.65,0,90,'Rain','light rain',5432
'None',293.51,0,0,1,'Clear','sky is clear',278
'None',289.48,0.25,0,90,'Mist','mist',4712
'None',300.22,0,0,75,'Thunderstorm','proximity thunderstorm',4986
'None',290.94,0.25,0,90,'Mist','mist',495
'None',273.86,0,0.32,90,'Snow','light snow',5222
'None',278.59,1.12,0,90,'Rain','moderate rain',2785
'None',292.6,1.52,0,32,'Rain','moderate rain',4953
'None',294.05,1.27,0,24,'Rain','moderate rain',1877
'None',293.93,0,0,1,'Clear','sky is clear',5546
'None',259.09,0,0,64,'Mist','mist',307
'None',287.37,0,0,1,'Clear','sky is clear',6722
'None',281.96,0,0,40,'Clouds','scattered clouds',2864
'None',292.81,0.38,0,1,'Rain','light rain',3139
'None',287.43,0.51,0,90,'Rain','light rain',780
'None',290.23,0.43,0,90,'Rain','light rain',4954
'None',293.53,6.35,0,90,'Rain','heavy intensity rain',1975
'None',290.43,0,0,1,'Mist','mist',3153
'None',291.74,0,0,90,'Rain','light rain',3627
'None',291.89,0,0,1,'Clear','sky is clear',355
'None',265.48,0,0,75,'Clouds','broken clouds',3337
'None',292.69,0,0,90,'Rain','moderate rain',2559
'None',287.6,0.25,0,1,'Mist','mist',5653
'None',291.54,0.25,0,90,'Drizzle','drizzle',384
'None',287.48,1.78,0,90,'Mist','mist',914
'None',271.65,0,0,1,'Haze','haze',5391
'None',292.56,2.2,0,90,'Mist','mist',5499
'None',294.33,0.25,0,90,'Rain','light rain',332
'None',296.1,0.25,0,8,'Rain','light rain',3472
'None',299.47,0.25,0,75,'Rain','light rain',3945
'None',268.78,0.25,0,75,'Rain','light rain',5822
'None',276.62,0,0,1,'Clear','sky is clear',6457
'None',275.86,0,0,90,'Mist','mist',5691
'None',290.84,0.64,0,24,'Rain','light rain',809
'None',284.26,0.25,0,92,'Drizzle','drizzle',4480
'None',292.72,2.88,0,90,'Rain','proximity shower rain',5879
'None',290.3,0,0,36,'Clouds','scattered clouds',301
'None',290.55,0.25,0,40,'Thunderstorm','thunderstorm',3456
'None',281.72,1.39,0,92,'Rain','heavy intensity rain',2959
'None',271.88,0,0,1,'Fog','fog',969
'None',300.08,0,0,75,'Clouds','broken clouds',6084
'None',297.78,5.89,0,90,'Rain','heavy intensity rain',4336
'None',291.56,0.25,0,40,'Rain','light rain',4945
'None',282.23,0,0,1,'Clear','sky is clear',6383
'None',260.14,0,0,1,'Clear','sky is clear',397
'None',282.49,0.34,0,75,'Rain','light rain',5807
'None',295.14,0.25,0,40,'Rain','light rain',425
'None',295.18,7.97,0,90,'Mist','mist',319
'None',279.525,0,0,0,'Clear','Sky is Clear',6330
'None',288.65,0,0,20,'Clouds','few clouds',3834
'None',258.74,0,0,90,'Snow','light snow',3637
'None',295.08,0,0,40,'Rain','light rain',1792
'None',276.35,0,0,0,'Clear','Sky is Clear',1373
'None',270.58,0,0,1,'Clear','sky is clear',2703
'None',276.69,0,0,90,'Snow','snow',2556
'None',278.66,0,0,1,'Clear','sky is clear',4719
'None',258.78,0.25,0,64,'Mist','mist',600
'None',288.26,0,0,90,'Mist','mist',483
'None',294.63,0.25,0,90,'Haze','haze',5067
'None',291.96,0.51,0,1,'Rain','light rain',3130
'None',282.248,0,0,76,'Clouds','broken clouds',4746
'None',294.13,0.38,0,90,'Rain','light rain',3636
'None',252.13,0,0,99,'Clouds','overcast clouds',4996
'None',291.03,0,0,1,'Mist','mist',898
'None',292.86,0.51,0,90,'Mist','mist',337
'None',287.6,0.25,0,1,'Rain','light rain',5653
'None',270.74,0,0,90,'Mist','mist',285
'None',271.35,0,0,90,'Clouds','overcast clouds',2638
'None',271.36,0,0,90,'Clouds','overcast clouds',4531
'None',261.08,0,0,1,'Clear','sky is clear',5661
'None',285.14,3.05,0,1,'Mist','mist',281
'None',274,0.68,0,64,'Mist','mist',5133
'None',285.8,0.64,0,90,'Mist','mist',4592
'None',275.48,0,0,90,'Mist','mist',980
'None',271.05,0.25,0,75,'Rain','light rain',4022
'None',273.35,0,0,90,'Fog','fog',1613
'None',289.1,1.02,0,88,'Rain','moderate rain',514
'None',290.68,0,0,20,'Clouds','few clouds',1655
'None',279.87,0,0,1,'Clear','sky is clear',381
'None',274.51,0,0,1,'Clear','sky is clear',465
'None',297.48,0,0,40,'Clouds','scattered clouds',6254
'None',291.64,0.25,0,48,'Rain','light rain',1264
'None',280.76,0,0,90,'Mist','mist',531
'None',296.48,0,0,1,'Clear','sky is clear',658
'None',295.93,0.51,0,90,'Mist','mist',4959
'None',274.33,0.98,0.51,90,'Fog','fog',5167
'None',274.69,0,0,90,'Clouds','overcast clouds',5693
'None',293.65,0.6,0,0,'Rain','light rain',5524
'None',286.82,1.02,0,92,'Mist','mist',1845
'None',296.49,1.39,0,75,'Rain','proximity shower rain',5724
'None',289.77,0,0,1,'Clear','sky is clear',5118
'None',289.81,0.25,0,24,'Fog','fog',5886
'None',293.25,0.25,0,75,'Drizzle','light intensity drizzle',5063
'None',285.81,0,0,90,'Mist','mist',1381
'None',293.37,0.3,0,90,'Rain','heavy intensity rain',354
'None',282.814,0,0,0,'Clear','Sky is Clear',1613
'None',294.61,0,0,20,'Clouds','few clouds',3433
'Memorial Day',288.38,0,0,1,'Mist','mist',1082
'None',293.35,2.15,0,90,'Rain','heavy intensity rain',3998
'None',280.42,0,0,90,'Clouds','overcast clouds',3697
'None',270.49,0,0,90,'Rain','light rain',1978
'None',281.7,0,0,100,'Drizzle','light intensity drizzle',3713
'None',284.25,0,0,75,'Clouds','broken clouds',6325
'None',279.57,0.25,0,90,'Rain','light rain',269
'None',299.22,0,0,75,'Thunderstorm','proximity thunderstorm',3331
'None',273.86,0,0,90,'Clouds','overcast clouds',1492
'None',289.08,0.25,0,1,'Rain','light rain',4322
'None',271.95,0,0,90,'Snow','light snow',375
'None',295.01,1.6,0,90,'Mist','mist',5494
'None',294.65,0,0,1,'Rain','light rain',2836
'None',273.51,0.36,0,90,'Rain','light rain',2712
'None',282.01,0,0,90,'Clouds','overcast clouds',5915
'None',296.74,2.29,0,90,'Rain','moderate rain',3418
'None',274.49,0.38,0,90,'Rain','light rain',5607
'None',291.34,13.21,0,68,'Rain','heavy intensity rain',3089
'None',295.93,0,0,1,'Clear','sky is clear',1658
'None',266.15,0,0,90,'Snow','light snow',3865
'None',291.46,5.08,0,76,'Thunderstorm','proximity thunderstorm',439
'None',295.07,0.51,0,90,'Rain','moderate rain',5958
'None',290.59,0.25,0,92,'Rain','light rain',1887
'None',279.22,0,0,91,'Mist','mist',5235
'None',287.61,0,0,20,'Mist','mist',2710
'None',300.51,0.25,0,40,'Haze','haze',5056
'None',293.48,0,0,1,'Clear','sky is clear',257
'None',274.98,0,0,90,'Mist','mist',690
'None',291.34,0.38,0,32,'Mist','mist',456
'None',279.39,0,0,90,'Clouds','overcast clouds',571
'None',289.65,0.25,0,20,'Rain','light rain',5069
'None',291.02,8.89,0,40,'Thunderstorm','proximity thunderstorm',626
'Thanksgiving Day',271.94,0,0,1,'Clear','sky is clear',1324
'None',289.98,0.25,0,90,'Rain','light rain',4776
'None',300.67,0,0,40,'Clouds','scattered clouds',4332
'None',273.52,0,0,1,'Clear','sky is clear',6527
'None',290.77,0.4,0,100,'Rain','light rain',2101
'None',285.32,0,0,75,'Clouds','broken clouds',880
'None',261.51,0,0,1,'Clear','sky is clear',5554
'None',292.16,5.41,0,56,'Rain','heavy intensity rain',526
'None',272.5,0,0,90,'Clouds','overcast clouds',1771
'None',247.76,0,0,1,'Clear','sky is clear',677
'None',291.74,0.25,0,40,'Rain','light rain',421
'None',276.01,0,0,20,'Clouds','few clouds',4567
'None',294.25,0,0,92,'Clouds','overcast clouds',3580
'None',253.22,0,0,5,'Clear','sky is clear',4958
'None',285.77,0.25,0,1,'Fog','fog',2271
'None',290.75,0.51,0,90,'Rain','moderate rain',5940
'None',279.07,0.55,0,90,'Rain','light rain',280
'None',275.14,0.25,0,90,'Mist','mist',4708
'None',292.72,2.88,0,90,'Mist','mist',5879
'None',295.52,7.54,0,76,'Thunderstorm','proximity thunderstorm',380
'None',296.79,0,0,40,'Clouds','scattered clouds',1965
'None',287.6,0.81,0,90,'Haze','haze',2924
'None',252.76,0,0,1,'Clear','sky is clear',1798
'None',290.11,0.51,0,90,'Rain','moderate rain',1093
'None',291.7,1.52,0,90,'Rain','moderate rain',1264
'None',273.75,0,0,90,'Mist','mist',977
'None',277.91,0.64,0,90,'Rain','light rain',6347
'None',291.81,0,0,1,'Clear','sky is clear',1862
'None',276.45,0.26,0,90,'Rain','light rain',5480
'None',291.8,1.78,0,90,'Mist','mist',551
'None',287.85,0.25,0,90,'Thunderstorm','proximity thunderstorm',536
'None',274.36,0.51,0,64,'Rain','light rain',6020
'None',291.82,1.33,0,44,'Rain','moderate rain',1900
'None',291.21,0.64,0,40,'Haze','haze',5152
'None',292.39,1.82,0,90,'Thunderstorm','thunderstorm with light drizzle',6088
'None',288.63,2.48,0,75,'Mist','mist',5412
'None',287.48,1.78,0,90,'Rain','moderate rain',914
'None',290.84,0.64,0,24,'Mist','mist',809
'None',292.62,5.62,0,90,'Thunderstorm','proximity thunderstorm',5750
'None',271.07,0.51,0,90,'Rain','light rain',3869
'None',290.44,0.51,0,75,'Rain','moderate rain',1630
'None',289.54,2.7,0,92,'Rain','moderate rain',4360
'None',273.34,0,0,1,'Mist','mist',2734
'None',289.74,0,0,20,'Clouds','few clouds',2821
'None',292.25,1.02,0,90,'Rain','heavy intensity rain',4125
'None',290.69,0,0,75,'Mist','mist',833
'None',278.44,0.84,0,90,'Rain','light rain',5610
'None',267.25,0,0.25,90,'Snow','snow',2149
'None',293.12,0,0,1,'Clear','sky is clear',4895
'None',294.24,0.38,0,75,'Mist','mist',5280
'None',276.44,0.96,0,90,'Rain','moderate rain',4894
'None',291.09,0.25,0,75,'Rain','light rain',4519
'None',292.39,0,0,90,'Rain','light rain',4997
'None',290.61,0,0,0,'Clear','Sky is Clear',2372
'None',280.09,0.25,0,90,'Rain','light rain',3284
'None',274.3,0.25,0,75,'Rain','light rain',2820
'None',295.06,0,0,1,'Clear','sky is clear',5868
'None',289.76,0,0,1,'Clear','sky is clear',5295
'None',291.55,0.25,0,48,'Rain','light rain',616
'None',296.2,1.5,0,90,'Thunderstorm','thunderstorm with heavy rain',398
'None',271.95,0,0,90,'Snow','heavy snow',794
'None',286.81,0.47,0,92,'Drizzle','drizzle',4245
'None',265.22,0,0,90,'Snow','heavy snow',4944
'None',294.24,0.25,0,1,'Rain','light rain',5101
'None',302.11,9831.3,0,75,'Rain','very heavy rain',5535
'None',295.4,8.4,0,90,'Mist','mist',3628
'None',294.83,1.3,0,75,'Rain','moderate rain',3393
'None',291.21,2.96,0,90,'Rain','moderate rain',3497
'None',294.12,2.92,0,75,'Rain','heavy intensity rain',4383
'None',294.17,1.15,0,1,'Mist','mist',3408
'None',283.85,1.52,0,90,'Mist','mist',300
'None',278.22,0,0,90,'Clouds','overcast clouds',4759
'None',295.23,0,0,75,'Haze','haze',3516
'None',285.76,0,0,40,'Clouds','scattered clouds',3237
'None',287.6,0.81,0,90,'Mist','mist',2924
'None',293.54,3.54,0,90,'Mist','mist',452
'None',276.8,0,0,1,'Clear','sky is clear',374
'None',292.15,2.79,0,40,'Rain','moderate rain',1014
'None',272.73,0,0,5,'Clear','sky is clear',2685
'None',268.86,0,0,5,'Clear','sky is clear',2158
'None',280.8,0,0,90,'Mist','mist',4329
'None',273.75,0,0,1,'Clear','sky is clear',1256
'None',280.95,0,0,20,'Clouds','few clouds',5656
'None',290.17,1.02,0,1,'Fog','fog',855
'None',285.75,1.02,0,90,'Mist','mist',6321
'None',274.21,0,0,90,'Rain','light rain',6321
'None',292.83,0.51,0,92,'Rain','light rain',3258
'None',301.36,0.25,0,1,'Rain','light rain',3518
'None',287.69,0.98,0,90,'Rain','moderate rain',3024
'None',293.02,0,0,90,'Clouds','overcast clouds',4355
'None',292.32,4.89,0,90,'Mist','mist',843
'None',294.58,0,0,1,'Fog','fog',2511
'None',295.18,7.97,0,90,'Thunderstorm','proximity thunderstorm',319
'None',293.64,1.45,0,90,'Mist','mist',2105
'None',274,0.64,0,64,'Fog','fog',4895
'None',290.36,0.88,0,90,'Thunderstorm','thunderstorm',489
'None',292.6,0.3,0,1,'Rain','light rain',338
'None',285.77,0.25,0,92,'Drizzle','light intensity drizzle',754
'None',297.69,0,0,32,'Clouds','scattered clouds',3442
'None',289.67,3.64,0,92,'Rain','moderate rain',444
'None',290.94,0.38,0,75,'Mist','mist',4307
'None',293.08,0,0,40,'Clouds','scattered clouds',2712
'None',271.68,0,0,40,'Clouds','scattered clouds',373
'None',288.21,3.18,0,20,'Rain','moderate rain',3027
'None',284.34,4.06,0,90,'Mist','mist',2907
'None',281.22,0,0,90,'Clouds','overcast clouds',2135
'None',288.8,4.89,0,90,'Mist','mist',260
'None',256.01,0.76,0,90,'Rain','light rain',4233
'None',274.32,0.25,0,64,'Rain','light rain',2483
'None',268.68,0,0,90,'Clouds','overcast clouds',3424
'None',296.98,1.15,0,75,'Rain','moderate rain',292
'None',282.98,0.51,0,90,'Mist','mist',833
'None',293.57,0.89,0,90,'Rain','moderate rain',817
'None',272.48,0,0,1,'Clear','sky is clear',1131
'None',287.32,0.51,0,90,'Mist','mist',3695
'None',285.71,0.8,0,90,'Rain','light rain',3291
'None',286.4,2.73,0,92,'Rain','moderate rain',316
'None',258.38,0.51,0,64,'Fog','fog',3567
'None',266.58,0,0,1,'Clear','sky is clear',3070
'None',286.54,0.25,0,1,'Rain','light rain',335
'None',269.4,0,0.1,75,'Mist','mist',2979
'None',273.15,0.25,0,64,'Rain','light rain',2888
'None',280.51,0,0,90,'Mist','mist',802
'None',293.91,0.25,0,75,'Rain','light rain',4128
'None',275.82,0,0,1,'Clear','sky is clear',3775
'None',280.43,0,0,90,'Mist','mist',2579
'None',283.77,0,0,90,'Clouds','overcast clouds',3749
'None',292.87,1.4,0,90,'Drizzle','light intensity drizzle',921
'None',259,0,0,90,'Snow','light snow',1177
'None',285.38,3.3,0,1,'Mist','mist',350
'None',297.21,0,0,1,'Mist','mist',3266
'None',258.52,0,0,0,'Clear','sky is clear',2682
'None',268.44,0,0,90,'Clouds','overcast clouds',287
'None',297.74,0.76,0,1,'Mist','mist',249
'None',289.51,0,0,40,'Thunderstorm','proximity thunderstorm with rain',1513
'None',296.5,0,0,90,'Clouds','overcast clouds',4602
'None',273.65,0,0,90,'Haze','haze',5406
'None',274.65,0,0,1,'Haze','haze',380
'None',292.27,0.25,0,36,'Rain','light rain',2655
'None',291.13,1.15,0,90,'Rain','moderate rain',356
'None',278.69,0,0,90,'Rain','moderate rain',1575
'None',297.65,1.78,0,75,'Rain','moderate rain',4677
'None',298.84,0,0,40,'Clouds','scattered clouds',3648
'None',262.75,0,0,1,'Clear','sky is clear',2680
'None',290.64,0.77,0,90,'Thunderstorm','proximity thunderstorm',1746
'None',292.71,0.25,0,32,'Rain','light rain',5863
'None',281.36,0,0,5,'Clear','sky is clear',4995
'None',273.58,0,0,90,'Snow','light snow',2913
'Christmas Day',269.09,0,0,90,'Snow','light snow',894
'None',259.97,0,0,1,'Clear','sky is clear',4885
'None',300.15,0,0,1,'Clear','sky is clear',5700
'None',290.96,0.63,0,90,'Rain','light rain',725
'None',285.95,0,0,90,'Rain','light rain',5210
'None',292.34,1.02,0,90,'Rain','light intensity shower rain',4991
'None',255.48,0,0,0,'Clear','sky is clear',695
'None',266.15,0,0,90,'Mist','mist',4740
'None',290.86,1.33,0,90,'Rain','moderate rain',5468
'None',293.2,0.28,0,90,'Drizzle','light intensity drizzle',4056
'None',286.89,0.25,0,75,'Mist','mist',2919
'None',294.2,5.25,0,90,'Thunderstorm','thunderstorm',401
'None',284.35,1.02,0,90,'Mist','mist',3929
'None',272.72,0,0,90,'Mist','mist',3351
'None',287.59,0.47,0,75,'Rain','light rain',2664
'None',289.45,3.05,0,36,'Rain','moderate rain',427
'None',270.08,0,0,90,'Clouds','overcast clouds',494
'None',291.49,3.2,0,1,'Thunderstorm','thunderstorm with heavy rain',2251
'None',290.9,9.62,0,90,'Mist','mist',3898
'None',288.59,0,0,32,'Clouds','scattered clouds',271
'None',286.92,0.25,0,1,'Rain','light rain',428
'None',278.22,1.52,0,90,'Rain','moderate rain',4884
'None',278.45,2.18,0,90,'Rain','moderate rain',5421
'None',290.94,0.38,0,75,'Smoke','smoke',4307
'None',292.18,0,0,80,'Clouds','broken clouds',6168
'None',284.39,0.25,0,90,'Rain','light rain',5431
'None',295.03,5.97,0,64,'Squall','SQUALLS',3216
'None',288.02,0,0,1,'Clear','sky is clear',389
'None',297.9,0,0,0,'Clear','Sky is Clear',3427
'None',278.14,1.32,0,90,'Rain','moderate rain',4763
'None',267.62,0,0,1,'Clear','sky is clear',2649
'None',294.53,0.25,0,40,'Mist','mist',2477
'None',290.68,0.38,0,90,'Drizzle','light intensity drizzle',3406
'None',275.88,0,0,90,'Mist','mist',4563
'None',291.37,0.66,0,1,'Rain','moderate rain',6252
'None',284.27,0.25,0,68,'Mist','mist',372
'None',284.18,0,0,1,'Clear','sky is clear',337
'None',265.56,0,0,1,'Clear','sky is clear',3961
'None',286.2,0.89,0,90,'Rain','moderate rain',2490
'None',290.88,0.25,0,75,'Rain','light rain',1860
'None',288.72,0,0,1,'Clear','sky is clear',5642
'None',294.08,0,0,90,'Rain','light rain',4554
'None',290.46,0.38,0,80,'Rain','light rain',6535
'None',293.11,0.3,0,88,'Rain','light rain',6069
'None',285.4,0.25,0,92,'Rain','light rain',2749
'None',272.38,0.25,0,75,'Rain','light rain',4407
'None',293.2,0.4,0,75,'Rain','moderate rain',490
'None',285.54,0,0,20,'Clouds','few clouds',4888
'None',292.68,0.25,0,75,'Drizzle','light intensity drizzle',861
'None',284.276,0,0,92,'Clouds','overcast clouds',4167
'None',296.04,2.1,0,90,'Thunderstorm','thunderstorm',2903
'None',292.81,1.78,0,40,'Rain','moderate rain',2139
'None',257.68,0,0,75,'Snow','light snow',3970
'None',290.86,0.76,0,90,'Mist','mist',6024
'None',265.93,0,0,75,'Snow','heavy snow',6416
'None',288,0,0,90,'Rain','moderate rain',1460
'None',297.6,0.25,0,40,'Rain','light rain',5855
'None',271.71,0,0,90,'Clouds','overcast clouds',748
'None',292.87,0.51,0,75,'Rain','light rain',782
'None',273.12,0,0,75,'Clouds','broken clouds',5081
'None',284.37,3.08,0,92,'Thunderstorm','proximity thunderstorm',5461
'None',260.1,1.27,0,90,'Rain','moderate rain',2221
'None',272.48,0,0,90,'Mist','mist',6246
'None',300.7,1.78,0,5,'Rain','moderate rain',3165
'None',275.34,0,0,1,'Clear','sky is clear',4638
'None',296.2,1.5,0,90,'Mist','mist',398
'None',274.02,0.25,0,64,'Rain','light rain',6118
'None',257.28,0,0,40,'Clouds','scattered clouds',6498
'None',288.18,0.25,0,90,'Rain','moderate rain',867
'None',292.12,0.3,0,1,'Rain','light rain',241
'None',272.32,0.25,0,64,'Rain','light rain',2652
'None',274.23,0.76,0,90,'Rain','light rain',5174
'None',272.87,0,0,90,'Mist','mist',3570
'None',270.82,1.02,0,90,'Rain','moderate rain',305
'None',295.62,0,0,90,'Mist','mist',6591
'None',293.31,0.25,0,0,'Rain','light rain',1964
'None',296.11,0,0,0,'Clear','Sky is Clear',4478
'None',287.88,0,0,1,'Clear','sky is clear',2853
'None',274.77,0,0,75,'Clouds','broken clouds',2232
'None',274.32,0.25,0,90,'Rain','light rain',5651
'None',287.87,0,0,90,'Haze','haze',1495
'None',294.68,1.2,0,90,'Rain','moderate rain',954
'None',297.2,8.64,0,1,'Rain','heavy intensity rain',3437
'None',291.72,0,0,40,'Clouds','scattered clouds',4200
'None',281.31,0.25,0,0,'Rain','light rain',2847
'None',267.88,0,0,75,'Snow','light snow',490
'None',290.62,1.86,0,75,'Thunderstorm','proximity thunderstorm with rain',3020
'None',275.19,0,0,20,'Clouds','few clouds',5291
'None',287.58,1,0,68,'Rain','light rain',763
'None',292.65,1.27,0,90,'Rain','moderate rain',2649
'None',289.3,0.25,0,92,'Drizzle','drizzle',6055
'None',297.17,0.25,0,75,'Rain','light rain',3115
'None',289.94,0.25,0,76,'Rain','light rain',3243
'None',290.53,0,0,90,'Mist','mist',332
'None',288.29,0,0,1,'Clear','sky is clear',3022
'None',259.98,0.76,0,64,'Snow','light snow',1978
'None',304.15,0,0,0,'Clear','Sky is Clear',5679
'None',254.44,0,0,98,'Clouds','overcast clouds',1103
'None',282.68,4.39,0,92,'Rain','heavy intensity rain',477
'None',283.9,0,0,1,'Clear','sky is clear',3402
'Martin Luther King Jr Day',262.54,0,0,90,'Snow','light snow',600
'None',293.51,6.94,0,90,'Rain','heavy intensity rain',400
'None',290.64,0.77,0,90,'Rain','light rain',1746
'None',290.49,2.54,0,90,'Mist','mist',520
'None',294.23,11.78,0,90,'Rain','heavy intensity rain',760
'None',294.23,1.65,0,80,'Rain','moderate rain',5866
'None',291.14,0.3,0,1,'Rain','light rain',387
'None',287.39,0.25,0,90,'Drizzle','light intensity drizzle',265
'None',280.2,1.21,0,76,'Rain','moderate rain',1236
'None',286.87,0,0,90,'Drizzle','drizzle',1236
'None',279.61,0,0,90,'Drizzle','light intensity drizzle',1462
'None',273.02,0,0,90,'Clouds','overcast clouds',6551
'None',272.08,0,0,90,'Mist','mist',6114
'None',290.86,0.76,0,90,'Rain','moderate rain',6024
'None',276.46,0.25,0,1,'Rain','light rain',4917
'None',291.7,0.76,0,90,'Rain','moderate rain',5185
'None',293.15,1.27,0,92,'Rain','moderate rain',4861
'None',265.11,0.76,0,75,'Rain','light rain',3455
'None',296.87,0.25,0,75,'Rain','light rain',4754
'None',269.87,0.25,0,64,'Mist','mist',2107
'None',293.91,1.02,0,90,'Thunderstorm','thunderstorm with light rain',5011
'None',294.5,0.58,0,40,'Rain','light rain',2943
'None',297.34,0,0,40,'Clouds','scattered clouds',5025
'None',293.48,0,0,75,'Clouds','broken clouds',3383
'None',285.64,0,0,90,'Clouds','overcast clouds',341
'None',290.84,0,0,75,'Rain','light rain',2249
'None',284.47,0.25,0,90,'Drizzle','light intensity drizzle',513
'New Years Day',263.49,0,0,58,'Clouds','broken clouds',1439
'None',289,1.1,0,90,'Rain','moderate rain',4592
'None',286.77,0.6,0,75,'Rain','light rain',5483
'None',293.9,1.78,0,90,'Rain','moderate rain',4846
'None',270.54,0.76,0,64,'Mist','mist',812
'None',298.78,0,0,75,'Clouds','broken clouds',4059
'None',295.68,0.28,0,92,'Rain','light rain',4517
'None',297.78,5.89,0,90,'Thunderstorm','proximity thunderstorm',4336
'None',277.94,1.4,0,92,'Rain','moderate rain',2934
'None',287,1.83,0,90,'Rain','moderate rain',1924
'None',292.05,0.51,0,92,'Rain','light rain',2372
'None',289.14,0,0,75,'Mist','mist',890
'None',284.49,0,0,68,'Mist','mist',793
'None',293.96,0,0,1,'Clear','sky is clear',3578
'None',291.85,2.41,0,90,'Drizzle','light intensity drizzle',4971
'None',293.54,0.25,0,75,'Rain','light rain',3487
'None',286.37,0,0,90,'Mist','mist',1700
'None',284.53,3.41,0,90,'Mist','mist',334
'None',292.08,0.51,0,1,'Rain','light rain',1641
'None',270.41,0,0,75,'Haze','haze',4303
